Felix Five-Boots	Legendary Creature — Ooze Rogue	BGU
Felothar, Dawn of the Abzan	Legendary Creature — Human Warrior	BGW
Felothar the Steadfast	Legendary Creature — Human Warrior	BGW
Ferrafor, Young Yew	Legendary Creature — Treefolk Druid	G
Feywild Visitor	Legendary Enchantment — Background	U
Finneas, Ace Archer	Legendary Creature — Rabbit Archer	GW
Fire Lord Azula	Legendary Creature — Human Noble	BRU
Fire Lord Ozai	Legendary Creature — Human Noble	BR
Fire Lord Zuko	Legendary Creature — Human Noble Ally	BRW
Firesong and Sunspeaker	Legendary Creature — Minotaur Cleric	RW
Firion, Wild Rose Warrior	Legendary Creature — Human Rebel Warrior	R
Firja, Judge of Valor	Legendary Creature — Angel Cleric	BW
Firkraag, Cunning Instigator	Legendary Creature — Dragon	RU
Flamewar, Brash Veteran // Flamewar, Streetwise Operative	Legendary Artifact Creature — Robot // Legendary Artifact — Vehicle	BR
Flaming Fist	Legendary Enchantment — Background	W
Flash Thompson, Spider-Fan	Legendary Creature — Human Citizen	W
Flopsie, Bumi's Buddy	Legendary Creature — Ape Goat	G
Florian, Voldaren Scion	Legendary Creature — Vampire Noble	BR
Flubs, the Fool	Legendary Creature — Frog Scout	GRU
Fluros of Myra's Marvels	Legendary Creature — Merfolk Performer	U
Folk Hero	Legendary Enchantment — Background	W
Fortune, Loyal Steed	Legendary Creature — Beast Mount	W
Francisco, Fowl Marauder	Legendary Creature — Bird Pirate	B
Frankie Peanuts	Legendary Creature — Elephant Rogue	W
Freya Crescent	Legendary Creature — Rat Knight	R
Freyalise, Llanowar's Fury	Legendary Planeswalker — Freyalise	G
Frodo, Adventurous Hobbit	Legendary Creature — Halfling Scout	BW
Frodo Baggins	Legendary Creature — Halfling Scout	GW
Frodo, Determined Hero	Legendary Creature — Halfling Warrior	W
Frodo, Sauron's Bane	Legendary Creature — Halfling Citizen	BW
Fumiko the Lowblood	Legendary Creature — Human Samurai	R
Fumulus, the Infestation	Legendary Creature — Vampire Insect	B
Fynn, the Fangbearer	Legendary Creature — Human Warrior	G
Gabriel Angelfire	Legendary Creature — Angel	GW
Gaddock Teeg	Legendary Creature — Kithkin Advisor	GW
Gadrak, the Crown-Scourge	Legendary Creature — Dragon	R
Gadwick, the Wizened	Legendary Creature — Human Wizard	U
Gahiji, Honored One	Legendary Creature — Beast	GRW
Gaius van Baelsar	Legendary Creature — Human Soldier	B
Galadriel, Elven-Queen	Legendary Creature — Elf Noble	GU
Galadriel, Gift-Giver	Legendary Creature — Elf Noble	G
Galadriel, Light of Valinor	Legendary Creature — Elf Noble	GUW
Galadriel of Lothlórien	Legendary Creature — Elf Noble	GU
Galazeth Prismari	Legendary Creature — Elder Dragon	RU
Galea, Kindler of Hope	Legendary Creature — Elf Knight	GUW
Gale, Waterdeep Prodigy	Legendary Creature — Human Wizard	U
Gallia of the Endless Dance	Legendary Creature — Satyr	GR
Gallowbraid	Legendary Creature — Phyrexian Horror	B
Ganax, Astral Hunter	Legendary Creature — Dragon	R
Gandalf, Friend of the Shire	Legendary Creature — Avatar Wizard	U
Gandalf of the Secret Fire	Legendary Creature — Avatar Wizard	RUW
Gandalf the Grey	Legendary Creature — Avatar Wizard	RU
Gandalf the White	Legendary Creature — Avatar Wizard	W
Gandalf, Westward Voyager	Legendary Creature — Avatar Wizard	GU
Gandalf, White Rider	Legendary Creature — Avatar Wizard	W
Gargos, Vicious Watcher	Legendary Creature — Hydra	G
Garland, Knight of Cornelia // Chaos, the Endless	Legendary Creature — Human Knight // Legendary Creature — Demon	BR
Garland, Royal Kidnapper	Legendary Creature — Human Knight	BU
Garna, Bloodfist of Keld	Legendary Creature — Human Berserker	BR
Garna, the Bloodflame	Legendary Creature — Human Warrior	BR
Garnet, Princess of Alexandria	Legendary Creature — Human Noble Cleric	GW
Garth One-Eye	Legendary Creature — Human Wizard	BGRUW
Garza Zol, Plague Queen	Legendary Creature — Vampire Noble	BRU
Gatta and Luzzu	Legendary Creature — Human Soldier	W
Gau, Feral Youth	Legendary Creature — Human Berserker	R
Gavi, Nest Warden	Legendary Creature — Human Shaman	RUW
Geist of Saint Traft	Legendary Creature — Spirit Cleric	UW
General Ferrous Rokiric	Legendary Creature — Human Soldier	RW
General Jarkeld	Legendary Creature — Human Soldier	W
General Kreat, the Boltbringer	Legendary Creature — Goblin Soldier	R
General Kudro of Drannith	Legendary Creature — Human Soldier	BW
General Leo Cristophe	Legendary Creature — Human Soldier	W
General Marhault Elsdragon	Legendary Creature — Elf Warrior	GR
General Tazri	Legendary Creature — Human Ally	BGRUW
General Traag, Heart of Stone	Legendary Artifact Creature — Elemental Soldier	R
Genghis Frog	Legendary Creature — Frog Mutant Rogue	GU
Genku, Future Shaper	Legendary Creature — Moonfolk Wizard	UW
Geralf, the Fleshwright	Legendary Creature — Human Warlock	U
Geralf, Visionary Stitcher	Legendary Creature — Human Wizard	U
Gerrard Capashen	Legendary Creature — Human Soldier	W
Gerrard, Weatherlight Hero	Legendary Creature — Human Soldier	RW
Geth, Lord of the Vault	Legendary Creature — Phyrexian Zombie	B
Geth, Thane of Contracts	Legendary Creature — Phyrexian Zombie	B
Gev, Scaled Scorch	Legendary Creature — Lizard Mercenary	BR
Ghalta and Mavren	Legendary Creature — Dinosaur Vampire	GW
Ghalta, Primal Hunger	Legendary Creature — Elder Dinosaur	G
Ghalta, Stampede Tyrant	Legendary Creature — Elder Dinosaur	G
Ghave, Guru of Spores	Legendary Creature — Fungus Shaman	BGW
Ghen, Arcanum Weaver	Legendary Creature — Human Wizard	BRW
Ghired, Conclave Exile	Legendary Creature — Human Shaman	GRW
Ghired, Mirror of the Wilds	Legendary Creature — Human Shaman	GRW
Ghost Council of Orzhova	Legendary Creature — Spirit	BW
Ghost of Ramirez DePietro	Legendary Creature — Spirit Pirate	U
Ghost-Spider, Gwen Stacy	Legendary Creature — Spider Human Hero	R
Ghoulcaller Gisa	Legendary Creature — Human Wizard	B
Ghyrson Starn, Kelermorph	Legendary Creature — Tyranid Human	RU
Giada, Font of Hope	Legendary Creature — Angel	W
Gilanra, Caller of Wirewood	Legendary Creature — Elf Druid	G
Gilgamesh, Master-at-Arms	Legendary Creature — Human Samurai	R
Gilraen, Dúnedain Protector	Legendary Creature — Human Noble	W
Gimbal, Gremlin Prodigy	Legendary Creature — Gremlin Artificer	GRU
Gimli, Counter of Kills	Legendary Creature — Dwarf Warrior	R
Gimli, Mournful Avenger	Legendary Creature — Dwarf Warrior	GR
Gimli of the Glittering Caves	Legendary Creature — Dwarf Warrior	R
Giott, King of the Dwarves	Legendary Creature — Dwarf Noble	RW
Gisa and Geralf	Legendary Creature — Human Wizard	BU
Gisa, Glorious Resurrector	Legendary Creature — Human Wizard	B
Gisa, the Hellraiser	Legendary Creature — Human Warlock	B
Gisela, Blade of Goldnight	Legendary Creature — Angel	RW
Gisela, the Broken Blade	Legendary Creature — Angel Horror	W
Gishath, Sun's Avatar	Legendary Creature — Dinosaur Avatar	GRW
Gix, Yawgmoth Praetor	Legendary Creature — Phyrexian Praetor	B
Glacian, Powerstone Engineer	Legendary Creature — Human Artificer	U
Gladiolus Amicitia	Legendary Creature — Human Warrior	GR
Glarb, Calamity's Augur	Legendary Creature — Frog Wizard Noble	BGU
Glissa, Herald of Predation	Legendary Creature — Phyrexian Zombie Elf	BG
Glissa Sunseeker	Legendary Creature — Elf Warrior	G
Glissa Sunslayer	Legendary Creature — Phyrexian Zombie Elf	BG
Glissa, the Traitor	Legendary Creature — Phyrexian Zombie Elf	BG
Glóin, Dwarf Emissary	Legendary Creature — Dwarf Advisor	R
Glorfindel, Dauntless Rescuer	Legendary Creature — Elf Noble	G
Gluntch, the Bestower	Legendary Creature — Jellyfish	GW
Gnostro, Voice of the Crags	Legendary Creature — Chimera	RUW
Goddric, Cloaked Reveler	Legendary Creature — Human Noble	R
God-Eternal Bontu	Legendary Creature — Zombie God	B
God-Eternal Kefnet	Legendary Creature — Zombie God	U
God-Eternal Oketra	Legendary Creature — Zombie God	W
God-Eternal Rhonas	Legendary Creature — Zombie God	G
Godo, Bandit Warlord	Legendary Creature — Human Barbarian	R
Gogo, Master of Mimicry	Legendary Creature — Wizard	U
Gogo, Mysterious Mime	Legendary Creature — Wizard	R
Golbez, Crystal Collector	Legendary Creature — Human Wizard	BU
Goldberry, River-Daughter	Legendary Creature — Nymph	U
Goldbug, Humanity's Ally // Goldbug, Scrappy Scout	Legendary Artifact Creature — Robot // Legendary Artifact — Vehicle	UW
Golden Argosy	Legendary Artifact — Vehicle	
Gollum, Obsessed Stalker	Legendary Creature — Halfling Horror	B
Gollum, Patient Plotter	Legendary Creature — Halfling Horror	B
Gollum, Scheming Guide	Legendary Creature — Halfling Horror	B
Gonti, Canny Acquisitor	Legendary Creature — Aetherborn Rogue	BGU
Gonti, Lord of Luxury	Legendary Creature — Aetherborn Rogue	B
Gonti, Night Minister	Legendary Creature — Aetherborn Rogue	B
Gorbag of Minas Morgul	Legendary Creature — Orc Soldier	B
Goreclaw, Terror of Qal Sisma	Legendary Creature — Bear	G
Gorex, the Tombshell	Legendary Creature — Zombie Turtle	B
Gorion, Wise Mentor	Legendary Creature — Human Wizard	GUW
Gorma, the Gullet	Legendary Creature — Pest Frog	BG
Gorm the Great	Legendary Creature — Giant Warrior	G
Gor Muldrak, Amphinologist	Legendary Creature — Human Scout	GU
Gornog, the Red Reaper	Legendary Creature — Minotaur Warrior	R
Goro-Goro and Satoru	Legendary Creature — Goblin Human	BRU
Goro-Goro, Disciple of Ryusei	Legendary Creature — Goblin Samurai	R
Go-Shintai of Ancient Wars	Legendary Enchantment Creature — Shrine	R
Go-Shintai of Boundless Vigor	Legendary Enchantment Creature — Shrine	G
Go-Shintai of Hidden Cruelty	Legendary Enchantment Creature — Shrine	B
Go-Shintai of Life's Origin	Legendary Enchantment Creature — Shrine	BGRUW
Go-Shintai of Lost Wisdom	Legendary Enchantment Creature — Shrine	U
Go-Shintai of Shared Purpose	Legendary Enchantment Creature — Shrine	W
Gosta Dirk	Legendary Creature — Human Warrior	UW
Gothmog, Morgul Lieutenant	Legendary Creature — Human Soldier	B
Graaz, Unstoppable Juggernaut	Legendary Artifact Creature — Juggernaut	
Graham O'Brien	Legendary Creature — Human Pilot	G
G'raha Tia	Legendary Creature — Cat Archer	W
G'raha Tia, Scion Reborn	Legendary Creature — Cat Wizard	BUW
Grakmaw, Skyclave Ravager	Legendary Creature — Hydra Horror	BG
Grand Arbiter Augustin IV	Legendary Creature — Human Advisor	UW
Grand Marshal Macie	Legendary Creature — Human Performer	BW
Grandmother Sengir	Legendary Creature — Human Wizard	B
Grand Warlord Radha	Legendary Creature — Elf Warrior	GR
Gran-Gran	Legendary Creature — Human Peasant Ally	U
Grazilaxx, Illithid Scholar	Legendary Creature — Horror	U
Greasefang, Okiba Boss	Legendary Creature — Rat Pilot	BW
Greel, Mind Raker	Legendary Creature — Horror Spellshaper	B
Green Goblin, Nemesis	Legendary Creature — Goblin Human Villain	BR
Green Goblin, Revenant	Legendary Creature — Goblin Human Villain	BR
Greensleeves, Maro-Sorcerer	Legendary Creature — Elemental Sorcerer	G
Gregor, Shrewd Magistrate	Legendary Creature — Human Advisor	UW
Grendel, Spawn of Knull	Legendary Creature — Symbiote Dragon Villain	B
Grenzo, Dungeon Warden	Legendary Creature — Goblin Rogue	BR
Grenzo, Havoc Raiser	Legendary Creature — Goblin Rogue	R
Greta, Sweettooth Scourge	Legendary Creature — Human Warrior	BG
Gretchen Titchwillow	Legendary Creature — Halfling Druid	GU
Greven, Predator Captain	Legendary Creature — Phyrexian Human Warrior	BR
Greymond, Avacyn's Stalwart	Legendary Creature — Human Soldier	W
Gríma, Saruman's Footman	Legendary Creature — Human Advisor	BU
Gríma Wormtongue	Legendary Creature — Human Advisor	B
Grimgrin, Corpse-Born	Legendary Creature — Zombie Warrior	BU
Grishnákh, Brash Instigator	Legendary Creature — Goblin Soldier	R
Grismold, the Dreadsower	Legendary Creature — Troll Shaman	BG
Grist, the Hunger Tide	Legendary Planeswalker — Grist	BG
Grist, Voracious Larva // Grist, the Plague Swarm	Legendary Creature — Insect // Legendary Planeswalker — Grist	BG
Grolnok, the Omnivore	Legendary Creature — Frog	GU
Grond, the Gatebreaker	Legendary Artifact — Vehicle	B
Grothama, All-Devouring	Legendary Creature — Wurm	G
Groundchuck & Dirtbag	Legendary Creature — Ox Mole Mutant	G
Grub, Storied Matriarch // Grub, Notorious Auntie	Legendary Creature — Goblin Warlock // Legendary Creature — Goblin Warrior	BR
Grumgully, the Generous	Legendary Creature — Goblin Shaman	GR
Grunn, the Lonely King	Legendary Creature — Ape Warrior	G
Grusilda, Monster Masher	Legendary Creature — Zombie Villain	BR
Guan Yu, Sainted Warrior	Legendary Creature — Human Soldier Warrior	W
Guild Artisan	Legendary Enchantment — Background	R
Guru Pathik	Legendary Creature — Human Monk Ally	GU
Gut, True Soul Zealot	Legendary Creature — Goblin Shaman	R
Gwafa Hazid, Profiteer	Legendary Creature — Human Rogue	UW
Gwaihir, Greatest of the Eagles	Legendary Creature — Bird Noble	W
Gwaihir the Windlord	Legendary Creature — Bird Noble	UW
Gwendlyn Di Corci	Legendary Creature — Human Rogue	BRU
Gwenna, Eyes of Gaea	Legendary Creature — Elf Druid Scout	G
Gwenom, Remorseless	Legendary Creature — Symbiote Spider Hero	B
Gwen Stacy // Ghost-Spider	Legendary Creature — Human Performer Hero // Legendary Creature — Spider Human Hero	RUW
Gylwain, Casting Director	Legendary Creature — Human Bard	GW
Gyome, Master Chef	Legendary Creature — Troll Warlock	BG
Gyruda, Doom of Depths	Legendary Creature — Demon Kraken	BU
Gyrus, Waker of Corpses	Legendary Creature — Hydra	BGR
Haakon, Stromgald Scourge	Legendary Creature — Zombie Knight	B
Hajar, Loyal Bodyguard	Legendary Creature — Human Soldier	GR
Hakbal of the Surging Soul	Legendary Creature — Merfolk Scout	GU
Hakim, Loreweaver	Legendary Creature — Human Wizard	U
Hakoda, Selfless Commander	Legendary Creature — Human Warrior Ally	W
Haktos the Unscarred	Legendary Creature — Human Warrior	RW
Halana and Alena, Partners	Legendary Creature — Human Ranger	GR
Halana, Kessig Ranger	Legendary Creature — Human Archer Ranger	G
Haldan, Avid Arcanist	Legendary Creature — Human Wizard	U
Haldir, Lórien Lieutenant	Legendary Creature — Elf Soldier	G
Halfdane	Legendary Creature — Shapeshifter	BUW
Haliya, Ascendant Cadet	Legendary Creature — Human Soldier	GW
Haliya, Guided by Light	Legendary Creature — Human Soldier	W
Hallar, the Firefletcher	Legendary Creature — Elf Archer	GR
Halsin, Emerald Archdruid	Legendary Creature — Elf Druid	G
Halvar, God of Battle // Sword of the Realms	Legendary Creature — God // Legendary Artifact — Equipment	W
Hama Pashar, Ruin Seeker	Legendary Creature — Human Wizard	UW
Hama, the Bloodbender	Legendary Creature — Human Warlock	BU
Hamza, Guardian of Arashin	Legendary Creature — Elephant Warrior	GW
Hancock, Ghoulish Mayor	Legendary Creature — Zombie Mutant Advisor	B
Hanna, Ship's Navigator	Legendary Creature — Human Artificer	UW
Hans Eriksson	Legendary Creature — Human Scout	GR
Hansk, Slayer Zealot	Legendary Creature — Human Archer	GR
Hapatra, Vizier of Poisons	Legendary Creature — Human Cleric	BG
Harald, King of Skemfar	Legendary Creature — Elf Warrior	BG
Harbin, Vanguard Aviator	Legendary Creature — Human Soldier	UW
Hardy of Myra's Marvels	Legendary Creature — Elf Performer	G
Hardy Outlander	Legendary Enchantment — Background	G
Hargilde, Kindly Runechanter	Legendary Creature — Human	UW
Harold and Bob, First Numens	Legendary Creature — Treefolk Mutant	G
Haru, Hidden Talent	Legendary Creature — Human Peasant Ally	G
Hashaton, Scarab's Fist	Legendary Creature — Zombie Wizard	BUW
Haunted One	Legendary Enchantment — Background	B
Havi, the All-Father	Legendary Creature — God Warrior	GRW
Haytham Kenway	Legendary Creature — Human Knight	UW
Hazduhr the Abbot	Legendary Creature — Human Cleric	W
Hazel of the Rootbloom	Legendary Creature — Squirrel Druid	BG
Hazezon, Shaper of Sand	Legendary Creature — Human Warrior	GRW
Hazezon Tamar	Legendary Creature — Human Warrior	GRW
Hazoret, Godseeker	Legendary Creature — God	R
Hazoret the Fervent	Legendary Creature — God	R
Headliner Scarlett	Legendary Creature — Human Warlock	R
Hearthhull, the Worldseed	Legendary Artifact — Spacecraft	BGR
Heartless Hidetsugu	Legendary Creature — Ogre Shaman	R
Heart of Kiran	Legendary Artifact — Vehicle	
Hei Bai, Forest Guardian	Legendary Creature — Bear Spirit	BGRUW
Hei Bai, Spirit of Balance	Legendary Creature — Bear Spirit	BW
Heidar, Rimewind Master	Legendary Creature — Human Wizard	U
Heidegger, Shinra Executive	Legendary Creature — Human Soldier	W
Heiko Yamazaki, the General	Legendary Creature — Human Samurai	R
Helga, Skittish Seer	Legendary Creature — Frog Druid	GUW
Heliod, God of the Sun	Legendary Enchantment Creature — God	W
Heliod, Sun-Crowned	Legendary Enchantment Creature — God	W
Heliod, the Radiant Dawn // Heliod, the Warped Eclipse	Legendary Enchantment Creature — God // Legendary Enchantment Creature — Phyrexian God	UW
Henrika Domnathi // Henrika, Infernal Seer	Legendary Creature — Vampire // Legendary Creature — Vampire	B
Henry Wu, InGen Geneticist	Legendary Creature — Human Scientist	BGU
Henzie "Toolbox" Torre	Legendary Creature — Devil Rogue	BGR
Herigast, Erupting Nullkite	Legendary Creature — Eldrazi Dragon	R
Hermes, Overseer of Elpis	Legendary Creature — Elder Wizard	U
Heroes in a Half Shell	Legendary Creature — Mutant Ninja Turtle	BGRUW
He Who Hungers	Legendary Creature — Spirit	B
Hidetsugu and Kairi	Legendary Creature — Ogre Demon Dragon	BU
Hidetsugu, Devouring Chaos	Legendary Creature — Ogre Demon	BR
High Perfect Morcant	Legendary Creature — Elf Noble	BG
Higure, the Still Wind	Legendary Creature — Human Ninja	U
Hikari, Twilight Guardian	Legendary Creature — Spirit	W
Hildibrand Manderville // Gentleman's Rise	Legendary Creature — Human Detective // Instant — Adventure	BW
Hinata, Dawn-Crowned	Legendary Creature — Kirin Spirit	RUW
Hisoka, Minamo Sensei	Legendary Creature — Human Wizard	U
Hivis of the Scale	Legendary Creature — Lizard Shaman	R
Hixus, Prison Warden	Legendary Creature — Human Soldier	W
Hobgoblin, Mantled Marauder	Legendary Creature — Goblin Human Villain	R
Hofri Ghostforge	Legendary Creature — Dwarf Cleric	RW
Hogaak, Arisen Necropolis	Legendary Creature — Avatar	BG
Hokori, Dust Drinker	Legendary Creature — Spirit	W
Homura, Human Ascendant // Homura's Essence	Legendary Creature — Human Monk // Legendary Enchantment	R
Honest Rutstein	Legendary Creature — Human Warlock	BG
Hope Estheim	Legendary Creature — Human Wizard	UW
Hope of Ghirapur	Legendary Artifact Creature — Thopter	
Horde of Notions	Legendary Creature — Elemental	BGRUW
Horobi, Death's Wail	Legendary Creature — Spirit	B
Hraesvelgr of the First Brood	Legendary Creature — Elder Dragon	U
Huang Zhong, Shu General	Legendary Creature — Human Soldier	W
Huatli, Poet of Unity // Roar of the Fifth People	Legendary Creature — Human Warrior Bard // Enchantment — Saga	GRW
Hua Tuo, Honored Physician	Legendary Creature — Human	G
Hugs, Grisly Guardian	Legendary Creature — Badger Warrior	GR
Human Torch	Legendary Creature — Human Hero	GRUW
Hunding Gjornersen	Legendary Creature — Human Warrior	UW
Hurkyl, Master Wizard	Legendary Creature — Human Wizard Advisor	U
Hurska Sweet-Tooth	Legendary Creature — Bear	GW
Hydro-Man, Fluid Felon	Legendary Creature — Elemental Villain	U
Hylda of the Icy Crown	Legendary Creature — Human Warlock	UW
Hythonia the Cruel	Legendary Creature — Gorgon	B
Ian Chesterton	Legendary Creature — Human Scientist	W
Ian Malcolm, Chaotician	Legendary Creature — Human Scientist	RU
Ian the Reckless	Legendary Creature — Human Warrior	R
Ib Halfheart, Goblin Tactician	Legendary Creature — Goblin Advisor	R
Ich-Tekik, Salvage Splicer	Legendary Creature — Phyrexian Human Artificer	G
Icingdeath, Frost Tyrant	Legendary Creature — Dragon	W
Idris, Soul of the TARDIS	Legendary Creature — Human Incarnation	RU
Ignacio of Myra's Marvels	Legendary Creature — Lizard Performer	R
Ignis Scientia	Legendary Creature — Human Advisor	GU
Ihsan's Shade	Legendary Creature — Shade Knight	B
Iizuka the Ruthless	Legendary Creature — Human Samurai	R
Ikra Shidiqi, the Usurper	Legendary Creature — Snake Wizard	BG
Ilharg, the Raze-Boar	Legendary Creature — Boar God	R
Illuminor Szeras	Legendary Artifact Creature — Necron	B
Illuna, Apex of Wishes	Legendary Creature — Beast Elemental Dinosaur	GRU
Imaryll, Elfhame Elite	Legendary Creature — Elf Warrior	G
Immard, the Stormcleaver	Legendary Creature — Human Soldier	RUW
Imodane, the Pyrohammer	Legendary Creature — Human Knight	R
Imoen, Mystic Trickster	Legendary Creature — Human Rogue Wizard	U
Imotekh the Stormlord	Legendary Artifact Creature — Necron	B
Imoti, Celebrant of Bounty	Legendary Creature — Snake Druid	GU
Imskir Iron-Eater	Legendary Creature — Demon	BR
Inalla, Archmage Ritualist	Legendary Creature — Human Wizard	BRU
Iname as One	Legendary Creature — Spirit	BG
Iname, Death Aspect	Legendary Creature — Spirit	B
Iname, Life Aspect	Legendary Creature — Spirit	G
Indominus Rex, Alpha	Legendary Creature — Dinosaur Mutant	BGU
Indoraptor, the Perfect Hybrid	Legendary Creature — Dinosaur Mutant	BGR
Infernal Kirin	Legendary Creature — Kirin Spirit	B
Inferno of the Star Mounts	Legendary Creature — Dragon	R
Infinite Guideline Station	Legendary Artifact — Spacecraft	BGRUW
Inga and Esika	Legendary Creature — Human God	GU
Inga Rune-Eyes	Legendary Creature — Human Wizard	U
Ink-Eyes, Servant of Oni	Legendary Creature — Rat Ninja	B
Inniaz, the Gale Force	Legendary Creature — Djinn	UW
Inquisitor Eisenhorn	Legendary Creature — Human Inquisitor	BU
Inquisitor Greyfax	Legendary Creature — Human Inquisitor	BUW
Inspiring Leader	Legendary Enchantment — Background	W
Inspirit, Flagship Vessel	Legendary Artifact — Spacecraft	RUW
Interceptor, Shadow's Hound	Legendary Creature — Dog	B
Intet, the Dreamer	Legendary Creature — Dragon	GRU
Inti, Seneschal of the Sun	Legendary Creature — Human Knight	R
Invisible Woman	Legendary Creature — Human Hero	GRUW
Ioreth of the Healing House	Legendary Creature — Human Cleric	U
Iraxxa, Empress of Mars	Legendary Creature — Alien Warrior	R
Irini Sengir	Legendary Creature — Vampire Dwarf	B
Irma, Part-Time Mutant	Legendary Creature — Human Mutant Shapeshifter	U
Iroas, God of Victory	Legendary Enchantment Creature — God	RW
Iroh, Dragon of the West	Legendary Creature — Human Noble Ally	R
Iroh, Firebending Instructor	Legendary Creature — Human Noble Ally	R
Iroh, Grand Lotus	Legendary Creature — Human Noble Ally	GRU
Iroh, Tea Master	Legendary Creature — Human Citizen Ally	RW
Iron Man, Titan of Innovation	Legendary Artifact Creature — Human Hero	RU
Iron Spider, Stark Upgrade	Legendary Artifact Creature — Spider Hero	
Isamaru, Hound of Konda	Legendary Creature — Dog	W
Isao, Enlightened Bushi	Legendary Creature — Human Samurai	G
Isareth the Awakener	Legendary Creature — Human Wizard	B
Ishai, Ojutai Dragonspeaker	Legendary Creature — Bird Monk	UW
Ishi-Ishi, Akki Crackshot	Legendary Creature — Goblin Warrior	R
Ishkanah, Grafwidow	Legendary Creature — Spider	BG
Isperia, Supreme Judge	Legendary Creature — Sphinx	UW
Isperia the Inscrutable	Legendary Creature — Sphinx	UW
Isshin, Two Heavens as One	Legendary Creature — Human Samurai	BRW
Isu the Abominable	Legendary Snow Creature — Yeti	GUW
It Came from Planet Glurg	Legendary Creature — Alien Ooze	GU
Ith, High Arcanist	Legendary Creature — Human Wizard	UW
Itzquinth, Firstborn of Gishath	Legendary Creature — Dinosaur	GR
Ivora, Insatiable Heir	Legendary Creature — Vampire Warrior	R
Ivy, Gleeful Spellthief	Legendary Creature — Faerie Rogue	GU
Iwamori of the Open Fist	Legendary Creature — Human Monk	G
Ixhel, Scion of Atraxa	Legendary Creature — Phyrexian Angel	BGW
Ixidor, Reality Sculptor	Legendary Creature — Human Wizard	U
Iymrith, Desert Doom	Legendary Creature — Dragon	U
Izoni, Center of the Web	Legendary Creature — Elf Detective	BG
Izoni, Thousand-Eyed	Legendary Creature — Elf Shaman	BG
Jace, Vryn's Prodigy // Jace, Telepath Unbound	Legendary Creature — Human Wizard // Legendary Planeswalker — Jace	U
Jackal, Genius Geneticist	Legendary Creature — Human Scientist Villain	GU
Jackdaw	Legendary Artifact — Vehicle	RU
Jacob Frye	Legendary Creature — Human Assassin	B
Jacob Hauken, Inspector // Hauken's Insight	Legendary Creature — Human Advisor // Legendary Enchantment	U
Jacques le Vert	Legendary Creature — Human Warrior	GRW
Jadar, Ghoulcaller of Nephalia	Legendary Creature — Human Wizard	B
Jadzi, Oracle of Arcavios // Journey to the Oracle	Legendary Creature — Human Wizard // Sorcery	GU
Jadzi, Steward of Fate // Oracle's Gift	Legendary Creature — Human Wizard // Sorcery	U
Jaheira, Friend of the Forest	Legendary Creature — Human Elf Druid	G
Jalira, Master Polymorphist	Legendary Creature — Human Wizard	U
Jalum Grifter	Legendary Creature — Devil	R
James, Wandering Dad // Follow Him	Legendary Creature — Human Scientist // Instant — Adventure	U
Jamie McCrimmon	Legendary Creature — Human Warrior	G
Jan Jansen, Chaos Crafter	Legendary Creature — Gnome Artificer	BRW
Jarad, Golgari Lich Lord	Legendary Creature — Zombie Elf	BG
Jared Carthalion	Legendary Planeswalker — Jared	BGRUW
Jared Carthalion, True Heir	Legendary Creature — Human Warrior	GRW
Jareth, Leonine Titan	Legendary Creature — Cat Giant	W
Jasmine Boreal	Legendary Creature — Human	GW
Jasmine Boreal of the Seven	Legendary Creature — Human Druid	GW
Jason Bright, Glowing Prophet	Legendary Creature — Zombie Mutant Advisor	U
Jaws, Relentless Predator	Legendary Creature — Shark	R
Jaxis, the Troublemaker	Legendary Creature — Human Warrior	R
Jaya Ballard, Task Mage	Legendary Creature — Human Spellshaper	R
Jazal Goldmane	Legendary Creature — Cat Warrior	W
Jecht, Reluctant Guardian // Braska's Final Aeon	Legendary Creature — Human Warrior // Legendary Enchantment Creature — Saga Nightmare	B
Jedit Ojanen	Legendary Creature — Cat Warrior	UW
Jedit Ojanen, Mercenary	Legendary Creature — Cat Mercenary	GUW
Jedit Ojanen of Efrava	Legendary Creature — Cat Warrior	G
Jegantha, the Wellspring	Legendary Creature — Elemental Elk	BGRUW
Jeleva, Nephalia's Scourge	Legendary Creature — Vampire Wizard	BRU
Jem Lightfoote, Sky Explorer	Legendary Creature — Human Scout	UW
Jenara, Asura of War	Legendary Creature — Angel	GUW
Jennika, Bad Apple Big Sister	Legendary Creature — Mutant Ninja Turtle	W
Jenny Flint	Legendary Creature — Human Detective	RU
Jenny, Generated Anomaly	Legendary Creature — Time Lord Soldier	RW
Jenova, Ancient Calamity	Legendary Creature — Alien	BG
Jenson Carthalion, Druid Exile	Legendary Creature — Human Druid	BGRUW
Jeong Jeong, the Deserter	Legendary Creature — Human Rebel Ally	R
Jermane, Pride of the Circus	Legendary Creature — Cat Performer	G
Jerrard of the Closed Fist	Legendary Creature — Human Knight	GR
Jerren, Corrupted Bishop // Ormendahl, the Corrupter	Legendary Creature — Human Cleric // Legendary Creature — Demon	B
Jeska, Thrice Reborn	Legendary Planeswalker — Jeska	R
Jeska, Warrior Adept	Legendary Creature — Human Barbarian Warrior	R
Jetfire, Ingenious Scientist // Jetfire, Air Guardian	Legendary Artifact Creature — Robot // Legendary Artifact — Vehicle	U
Jet, Freedom Fighter	Legendary Creature — Human Rebel Ally	RW
Jetmir, Nexus of Revels	Legendary Creature — Cat Demon	GRW
